epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
373,9232.54,0.3132,0.19489,0.76857,0.99132,0.98998,0.99292,0.94404,0.3321,0.20064,0.73773,0.000793,0.000793,0.000793
374,9256.85,0.31645,0.19491,0.76992,0.99141,0.98997,0.9929,0.94332,0.33206,0.20082,0.73774,0.00076825,0.00076825,0.00076825
375,9281.56,0.31891,0.19883,0.76855,0.99142,0.98998,0.9929,0.94315,0.33256,0.20091,0.73768,0.0007435,0.0007435,0.0007435
376,9306.07,0.31779,0.1979,0.76945,0.9914,0.99,0.99291,0.94338,0.33251,0.20063,0.73762,0.00071875,0.00071875,0.00071875
377,9330.54,0.31065,0.19363,0.76827,0.99132,0.98999,0.99292,0.94363,0.33187,0.20049,0.7376,0.000694,0.000694,0.000694
378,9355.17,0.30994,0.19844,0.7678,0.9913,0.98999,0.99295,0.94355,0.33275,0.20042,0.73768,0.00066925,0.00066925,0.00066925
379,9379.65,0.3083,0.19478,0.76924,0.99127,0.98999,0.99295,0.94334,0.33226,0.20004,0.7375,0.0006445,0.0006445,0.0006445
380,9404.26,0.31253,0.19222,0.77067,0.99124,0.99001,0.99291,0.94336,0.33275,0.19982,0.73758,0.00061975,0.00061975,0.00061975
381,9428.64,0.31149,0.19229,0.76883,0.99123,0.98999,0.99292,0.94324,0.33253,0.20019,0.73759,0.000595,0.000595,0.000595
382,9453.38,0.31316,0.19315,0.76954,0.99118,0.98998,0.99295,0.94374,0.33257,0.19976,0.7373,0.00057025,0.00057025,0.00057025
383,9477.86,0.31068,0.19829,0.76938,0.99128,0.98991,0.99293,0.94381,0.33131,0.19941,0.73746,0.0005455,0.0005455,0.0005455
384,9501.98,0.31025,0.19418,0.76888,0.99131,0.98991,0.99295,0.94356,0.33211,0.19924,0.73734,0.00052075,0.00052075,0.00052075
385,9526.32,0.30841,0.19216,0.76698,0.99125,0.98989,0.99293,0.94354,0.33226,0.19966,0.73732,0.000496,0.000496,0.000496
386,9550.92,0.30645,0.18894,0.76926,0.99127,0.98988,0.99295,0.9435,0.33237,0.19931,0.73721,0.00047125,0.00047125,0.00047125
387,9575.35,0.30267,0.18979,0.76775,0.9913,0.98987,0.99294,0.94387,0.33168,0.19916,0.73731,0.0004465,0.0004465,0.0004465
388,9599.93,0.30284,0.19181,0.76671,0.99131,0.98987,0.99292,0.94409,0.33152,0.19922,0.73726,0.00042175,0.00042175,0.00042175
389,9624.21,0.30582,0.19006,0.7691,0.9914,0.98995,0.99296,0.94373,0.33111,0.19902,0.73722,0.000397,0.000397,0.000397
390,9648.72,0.30194,0.19005,0.76747,0.99132,0.98988,0.99296,0.94401,0.33138,0.19965,0.73725,0.00037225,0.00037225,0.00037225
391,9694.79,0.32855,0.20688,0.76278,0.99132,0.98986,0.9929,0.94392,0.33014,0.19939,0.73729,0.0003475,0.0003475,0.0003475
392,9719.12,0.30655,0.19186,0.76372,0.99141,0.98981,0.99294,0.94322,0.33051,0.19884,0.73721,0.00032275,0.00032275,0.00032275
393,9743.34,0.30146,0.18818,0.76247,0.99144,0.98974,0.99296,0.94308,0.33038,0.19858,0.73722,0.000298,0.000298,0.000298
394,9767.6,0.29752,0.18858,0.76152,0.99143,0.98967,0.99291,0.94286,0.33054,0.19903,0.73719,0.00027325,0.00027325,0.00027325
395,9792.34,0.29792,0.18625,0.76268,0.99141,0.98979,0.99296,0.94319,0.33063,0.19835,0.73726,0.0002485,0.0002485,0.0002485
396,9816.7,0.29642,0.18647,0.76263,0.99144,0.98937,0.99294,0.94291,0.33014,0.1994,0.73721,0.00022375,0.00022375,0.00022375
397,9840.81,0.28929,0.18484,0.76279,0.99145,0.98928,0.99293,0.94291,0.32983,0.19873,0.73714,0.000199,0.000199,0.000199
398,9864.97,0.2915,0.18294,0.76112,0.99145,0.98925,0.99296,0.94316,0.32983,0.19911,0.73706,0.00017425,0.00017425,0.00017425
399,9889.2,0.29031,0.1845,0.76106,0.99143,0.98923,0.99296,0.94282,0.3296,0.19869,0.73716,0.0001495,0.0001495,0.0001495
400,9913.44,0.29026,0.18266,0.76262,0.99144,0.9892,0.99302,0.94312,0.33003,0.19921,0.73711,0.00012475,0.00012475,0.00012475
